Launch_ID,City,Store_ID,Planned_Launch_Date,Owner,Onboarding_Status,Tech_Setup_Status,Testing_Status,Inventory_Readiness,Staffing_Readiness,SOP_Checklist,Expected_Daily_Orders,Planned_Capacity,Readiness_%,Capacity_Utilization_%,Primary_Blocker,Launch_Status,Days_to_or_Past_Launch
LCH10175,Bengaluru,ST646,2025-07-06,Ops-B,Complete,Complete,Pending,Ready,Ready,Pending,304,1417,67,21.5,Testing,Delayed,-380
LCH10176,Pune,ST445,2025-11-22,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1016,559,100,181.8,Capacity,Go-Live Ready,-241
LCH10177,Jaipur,ST993,2026-04-09,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,708,1430,83,49.5,Testing,Delayed,-103
LCH10178,Mumbai,ST145,2025-12-15,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,343,543,100,63.2,None,Go-Live Ready,-218
LCH10179,Bengaluru,ST746,2026-02-07,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1397,722,100,193.5,Capacity,Go-Live Ready,-164
LCH10180,Mumbai,ST121,2025-12-12,Ops-D,Complete,Complete,Failed,Pending,Ready,Complete,548,634,67,86.4,Testing,Delayed,-221
LCH10181,Ahmedabad,ST734,2026-05-26,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,429,1346,100,31.9,None,Go-Live Ready,-56
LCH10182,Ahmedabad,ST170,2025-05-27,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1129,570,83,198.1,Testing,Delayed,-420
LCH10183,Mumbai,ST964,2025-05-28,Ops-B,Pending,Complete,Passed,Pending,Ready,Complete,1183,1463,67,80.9,Onboarding,Delayed,-419
LCH10184,Jaipur,ST973,2026-05-04,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1549,753,100,205.7,Capacity,Go-Live Ready,-78
LCH10185,Bengaluru,ST148,2025-12-04,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,621,893,100,69.5,None,Go-Live Ready,-229
LCH10186,Pune,ST591,2026-04-18,Ops-C,Complete,Complete,Failed,Ready,Ready,Complete,301,1309,83,23.0,Testing,Delayed,-94
LCH10187,Hyderabad,ST651,2025-05-31,Ops-B,Complete,Complete,Failed,Ready,Pending,Complete,1297,1155,67,112.3,Testing,Delayed,-416
LCH10188,Chennai,ST387,2026-02-19,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,951,1479,100,64.3,None,Go-Live Ready,-152
LCH10189,Ahmedabad,ST110,2025-10-25,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,702,431,100,162.9,Capacity,Go-Live Ready,-269
LCH10190,Kolkata,ST642,2025-09-20,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1597,1067,100,149.7,Capacity,Go-Live Ready,-304
LCH10191,Jaipur,ST856,2025-05-24,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,879,800,83,109.9,Staffing,Delayed,-423
LCH10192,Chennai,ST374,2025-12-12,Ops-D,Complete,Complete,Passed,Ready,Ready,Pending,662,1463,83,45.2,SOP,Delayed,-221
LCH10193,Pune,ST700,2025-01-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1162,434,100,267.7,Capacity,Go-Live Ready,-565
LCH10194,Delhi NCR,ST856,2025-10-31,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,320,1066,83,30.0,Testing,Delayed,-263
LCH10195,Hyderabad,ST481,2025-09-11,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,999,1111,100,89.9,None,Go-Live Ready,-313
LCH10196,Ahmedabad,ST429,2026-03-29,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,943,1069,83,88.2,Testing,Delayed,-114
LCH10197,Hyderabad,ST579,2025-02-06,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,274,393,100,69.7,None,Go-Live Ready,-530
LCH10198,Chennai,ST115,2025-06-09,Ops-D,Complete,Complete,Passed,Ready,Ready,Pending,324,464,83,69.8,SOP,Delayed,-407
LCH10199,Hyderabad,ST616,2025-01-09,Ops-B,Complete,Complete,Failed,Ready,Ready,Complete,653,624,83,104.6,Testing,Delayed,-558
LCH10200,Delhi NCR,ST291,2025-08-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1558,1239,100,125.7,Capacity,Go-Live Ready,-334
LCH10201,Chennai,ST268,2025-04-09,Ops-B,Complete,Complete,Pending,Pending,Ready,Complete,860,919,67,93.6,Testing,Delayed,-468
LCH10202,Ahmedabad,ST621,2025-07-27,Ops-A,Complete,Complete,Failed,Ready,Ready,Complete,255,530,83,48.1,Testing,Delayed,-359
LCH10203,Bengaluru,ST721,2025-05-11,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,677,881,83,76.8,Staffing,Delayed,-436
LCH10204,Kolkata,ST237,2026-02-08,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,187,1032,100,18.1,None,Go-Live Ready,-163
LCH10205,Chennai,ST254,2025-06-01,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,544,1403,100,38.8,None,Go-Live Ready,-415
LCH10206,Kochi,ST488,2025-02-23,Ops-C,Complete,Complete,Passed,Ready,Ready,Pending,1070,970,83,110.3,SOP,Delayed,-513
LCH10207,Delhi NCR,ST309,2025-04-30,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,626,1484,83,42.2,SOP,Delayed,-447
LCH10208,Chennai,ST372,2026-02-24,Ops-A,Complete,Pending,Passed,Ready,Ready,Pending,871,702,67,124.1,Tech Setup,Delayed,-147
LCH10209,Chennai,ST243,2026-02-26,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,464,1355,100,34.2,None,Go-Live Ready,-145
LCH10210,Kochi,ST711,2025-04-14,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1458,420,100,347.1,Capacity,Go-Live Ready,-463
LCH10211,Ahmedabad,ST989,2025-09-11,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1437,1026,100,140.1,Capacity,Go-Live Ready,-313
LCH10212,Chennai,ST920,2025-08-15,Ops-C,Complete,Pending,Passed,Pending,Ready,Complete,514,684,67,75.1,Tech Setup,Delayed,-340
LCH10213,Kolkata,ST169,2025-04-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,330,775,100,42.6,None,Go-Live Ready,-455
LCH10214,Hyderabad,ST347,2026-05-25,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,883,859,100,102.8,Capacity,Go-Live Ready,-57
LCH10215,Ahmedabad,ST361,2026-04-18,Ops-A,Complete,Complete,Passed,Pending,Pending,Complete,1025,1490,67,68.8,Inventory,Delayed,-94
LCH10216,Kolkata,ST888,2025-04-09,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1143,688,100,166.1,Capacity,Go-Live Ready,-468
LCH10217,Ahmedabad,ST179,2025-06-02,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,810,1089,100,74.4,None,Go-Live Ready,-414
LCH10218,Kolkata,ST758,2025-12-04,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,393,1052,100,37.4,None,Go-Live Ready,-229
LCH10219,Delhi NCR,ST723,2025-06-12,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,462,1003,83,46.1,Onboarding,Delayed,-404
LCH10220,Kolkata,ST870,2025-06-10,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,225,352,83,63.9,Onboarding,Delayed,-406
LCH10221,Mumbai,ST705,2026-02-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,411,866,100,47.5,None,Go-Live Ready,-169
LCH10222,Kolkata,ST625,2025-10-04,Ops-A,Complete,Complete,Failed,Ready,Ready,Pending,380,1120,67,33.9,Testing,Delayed,-290
LCH10223,Bengaluru,ST872,2026-05-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,852,1344,100,63.4,None,Go-Live Ready,-63
LCH10224,Bengaluru,ST721,2026-01-27,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1553,1342,83,115.7,Tech Setup,Delayed,-175
LCH10225,Jaipur,ST430,2025-05-15,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,795,1161,100,68.5,None,Go-Live Ready,-432
LCH10226,Mumbai,ST289,2025-07-14,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1482,621,83,238.6,Tech Setup,Delayed,-372
LCH10227,Mumbai,ST195,2026-02-05,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1561,1126,100,138.6,Capacity,Go-Live Ready,-166
LCH10228,Hyderabad,ST717,2025-02-02,Ops-A,Complete,Complete,Failed,Ready,Ready,Complete,906,732,83,123.8,Testing,Delayed,-534
LCH10229,Mumbai,ST108,2026-04-05,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1498,1382,83,108.4,Staffing,Delayed,-107
LCH10230,Hyderabad,ST167,2026-04-15,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,991,1474,83,67.2,Testing,Delayed,-97
LCH10231,Jaipur,ST596,2026-01-10,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1028,357,100,288.0,Capacity,Go-Live Ready,-192
LCH10232,Jaipur,ST291,2025-01-22,Ops-B,Pending,Complete,Failed,Ready,Ready,Complete,1516,1317,67,115.1,Onboarding,Delayed,-545
LCH10233,Delhi NCR,ST466,2025-02-07,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,665,1050,100,63.3,None,Go-Live Ready,-529
LCH10234,Bengaluru,ST868,2025-08-18,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,591,481,100,122.9,Capacity,Go-Live Ready,-337
LCH10235,Kolkata,ST621,2025-12-31,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,732,906,100,80.8,None,Go-Live Ready,-202
LCH10236,Kolkata,ST217,2026-03-14,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,411,1401,83,29.3,Inventory,Delayed,-129
LCH10237,Kochi,ST367,2025-10-10,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,898,1260,100,71.3,None,Go-Live Ready,-284
LCH10238,Kochi,ST711,2025-01-27,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,968,404,83,239.6,Inventory,Delayed,-540
LCH10239,Pune,ST585,2025-08-14,Ops-D,Complete,Pending,Passed,Pending,Ready,Complete,1151,906,67,127.0,Tech Setup,Delayed,-341
LCH10240,Ahmedabad,ST609,2025-10-04,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1016,1289,100,78.8,None,Go-Live Ready,-290
LCH10241,Delhi NCR,ST398,2025-10-11,Ops-B,Complete,Pending,Passed,Ready,Pending,Complete,757,783,67,96.7,Tech Setup,Delayed,-283
LCH10242,Pune,ST264,2026-04-26,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,1059,428,83,247.4,Onboarding,Delayed,-86
LCH10243,Pune,ST476,2026-03-29,Ops-E,Complete,Complete,Failed,Ready,Pending,Complete,1400,618,67,226.5,Testing,Delayed,-114
LCH10244,Chennai,ST753,2026-05-31,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,672,1006,83,66.8,Onboarding,Delayed,-51
LCH10245,Chennai,ST368,2026-07-01,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1362,808,100,168.6,Capacity,Go-Live Ready,-20
LCH10246,Pune,ST649,2025-07-11,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1382,319,100,433.2,Capacity,Go-Live Ready,-375
LCH10247,Mumbai,ST174,2025-02-18,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1186,1051,100,112.8,Capacity,Go-Live Ready,-518
LCH10248,Ahmedabad,ST608,2026-05-27,Ops-A,Complete,Pending,Pending,Ready,Ready,Complete,311,534,67,58.2,Tech Setup,Delayed,-55
LCH10249,Delhi NCR,ST173,2025-01-17,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,154,905,83,17.0,Staffing,Delayed,-550
LCH10250,Pune,ST408,2025-06-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,351,853,100,41.1,None,Go-Live Ready,-395
LCH10251,Kolkata,ST299,2025-08-08,Ops-B,Complete,Complete,Pending,Ready,Pending,Complete,565,752,67,75.1,Testing,Delayed,-347
LCH10252,Ahmedabad,ST230,2025-06-07,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1185,885,100,133.9,Capacity,Go-Live Ready,-409
LCH10253,Chennai,ST858,2026-04-22,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1097,1283,100,85.5,None,Go-Live Ready,-90
LCH10254,Kolkata,ST924,2025-02-15,Ops-B,Complete,Pending,Failed,Ready,Ready,Pending,1570,722,50,217.5,Tech Setup,Delayed,-521
LCH10255,Chennai,ST672,2026-01-08,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1514,1448,83,104.6,Tech Setup,Delayed,-194
LCH10256,Chennai,ST891,2026-06-02,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,901,305,83,295.4,Tech Setup,Delayed,-49
LCH10257,Ahmedabad,ST715,2025-04-09,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,1099,757,83,145.2,Tech Setup,Delayed,-468
LCH10258,Chennai,ST908,2025-02-06,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,522,853,100,61.2,None,Go-Live Ready,-530
LCH10259,Jaipur,ST932,2025-10-07,Ops-C,Complete,Complete,Pending,Ready,Ready,Complete,1551,821,83,188.9,Testing,Delayed,-287
LCH10260,Bengaluru,ST587,2025-12-15,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,1398,1412,83,99.0,Inventory,Delayed,-218
LCH10261,Jaipur,ST953,2026-05-12,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,1355,1145,83,118.3,Tech Setup,Delayed,-70
LCH10262,Bengaluru,ST251,2025-10-29,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1470,1434,100,102.5,Capacity,Go-Live Ready,-265
LCH10263,Kochi,ST769,2025-06-30,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1480,850,83,174.1,Staffing,Delayed,-386
LCH10264,Kochi,ST306,2025-04-09,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,580,310,100,187.1,Capacity,Go-Live Ready,-468
LCH10265,Chennai,ST279,2025-04-26,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,839,796,100,105.4,Capacity,Go-Live Ready,-451
LCH10266,Delhi NCR,ST297,2025-07-10,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,267,1339,83,19.9,Onboarding,Delayed,-376
LCH10267,Delhi NCR,ST835,2025-09-10,Ops-E,Complete,Pending,Failed,Ready,Ready,Complete,1525,1356,67,112.5,Tech Setup,Delayed,-314
LCH10268,Bengaluru,ST189,2025-06-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,737,1044,100,70.6,None,Go-Live Ready,-406
LCH10269,Kolkata,ST899,2025-09-13,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1219,788,100,154.7,Capacity,Go-Live Ready,-311
LCH10270,Ahmedabad,ST534,2025-11-19,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,376,1035,83,36.3,Staffing,Delayed,-244
LCH10271,Chennai,ST888,2025-05-08,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1529,757,100,202.0,Capacity,Go-Live Ready,-439
LCH10272,Ahmedabad,ST848,2025-01-18,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1467,1374,100,106.8,Capacity,Go-Live Ready,-549
LCH10273,Jaipur,ST283,2025-11-19,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,1413,763,83,185.2,Onboarding,Delayed,-244
LCH10274,Delhi NCR,ST309,2025-10-15,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,497,342,83,145.3,Testing,Delayed,-279
LCH10275,Mumbai,ST593,2025-06-04,Ops-C,Complete,Complete,Failed,Ready,Ready,Complete,290,838,83,34.6,Testing,Delayed,-412
LCH10276,Jaipur,ST230,2026-05-05,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,353,867,100,40.7,None,Go-Live Ready,-77
LCH10277,Jaipur,ST765,2026-01-21,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1153,420,83,274.5,Staffing,Delayed,-181
LCH10278,Bengaluru,ST113,2025-04-14,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,1010,924,83,109.3,SOP,Delayed,-463
LCH10279,Hyderabad,ST734,2026-01-28,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,994,615,83,161.6,SOP,Delayed,-174
LCH10280,Jaipur,ST971,2025-09-03,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1144,1321,100,86.6,None,Go-Live Ready,-321
LCH10281,Chennai,ST832,2025-06-25,Ops-A,Pending,Complete,Passed,Pending,Ready,Complete,1442,1438,67,100.3,Onboarding,Delayed,-391
LCH10282,Pune,ST206,2025-02-08,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,462,920,83,50.2,SOP,Delayed,-528
LCH10283,Pune,ST475,2026-04-22,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,1591,753,83,211.3,Tech Setup,Delayed,-90
LCH10284,Chennai,ST682,2026-06-22,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,286,986,100,29.0,None,Go-Live Ready,-29
LCH10285,Hyderabad,ST807,2026-02-12,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,500,923,100,54.2,None,Go-Live Ready,-159
LCH10286,Hyderabad,ST798,2026-06-09,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1334,911,100,146.4,Capacity,Go-Live Ready,-42
LCH10287,Bengaluru,ST199,2026-05-21,Ops-C,Complete,Complete,Pending,Ready,Ready,Complete,322,1258,83,25.6,Testing,Delayed,-61
LCH10288,Delhi NCR,ST694,2025-02-05,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,1303,946,83,137.7,Testing,Delayed,-531
LCH10289,Ahmedabad,ST687,2025-01-20,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,228,1062,100,21.5,None,Go-Live Ready,-547
LCH10290,Hyderabad,ST986,2025-11-17,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1128,539,100,209.3,Capacity,Go-Live Ready,-246
LCH10291,Mumbai,ST952,2026-05-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,718,1033,100,69.5,None,Go-Live Ready,-55
LCH10292,Bengaluru,ST292,2026-02-04,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,1012,1468,83,68.9,Onboarding,Delayed,-167
LCH10293,Kochi,ST425,2026-04-16,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,206,676,100,30.5,None,Go-Live Ready,-96
LCH10294,Kolkata,ST826,2025-05-23,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1573,303,100,519.1,Capacity,Go-Live Ready,-424
LCH10295,Kochi,ST927,2025-04-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,512,1093,100,46.8,None,Go-Live Ready,-475
LCH10296,Bengaluru,ST567,2025-12-20,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,1508,1145,83,131.7,Tech Setup,Delayed,-213
LCH10297,Jaipur,ST994,2025-02-20,Ops-C,Complete,Complete,Passed,Ready,Pending,Pending,283,496,67,57.1,Staffing,Delayed,-516
LCH10298,Ahmedabad,ST467,2025-07-09,Ops-B,Complete,Complete,Failed,Pending,Ready,Complete,163,688,67,23.7,Testing,Delayed,-377
LCH10299,Kolkata,ST418,2025-05-05,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,432,560,100,77.1,None,Go-Live Ready,-442
LCH10300,Kochi,ST244,2025-05-30,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,955,902,100,105.9,Capacity,Go-Live Ready,-417
LCH10301,Kolkata,ST484,2025-11-10,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,1594,393,83,405.6,Staffing,Delayed,-253
LCH10302,Mumbai,ST316,2025-12-08,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,276,435,100,63.4,None,Go-Live Ready,-225
LCH10303,Mumbai,ST461,2025-11-01,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,367,824,83,44.5,Tech Setup,Delayed,-262
LCH10304,Mumbai,ST424,2025-02-23,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,894,797,83,112.2,Tech Setup,Delayed,-513
LCH10305,Bengaluru,ST115,2026-03-20,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,829,411,100,201.7,Capacity,Go-Live Ready,-123
LCH10306,Ahmedabad,ST317,2025-09-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,1146,668,83,171.6,SOP,Delayed,-303
LCH10307,Bengaluru,ST592,2025-02-22,Ops-E,Pending,Complete,Passed,Ready,Pending,Pending,409,1235,50,33.1,Onboarding,Delayed,-514
LCH10308,Pune,ST647,2025-01-05,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,1391,1067,83,130.4,SOP,Delayed,-562
LCH10309,Jaipur,ST283,2025-04-13,Ops-C,Complete,Complete,Passed,Ready,Ready,Pending,248,885,83,28.0,SOP,Delayed,-464
LCH10310,Jaipur,ST370,2025-07-15,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,331,972,100,34.1,None,Go-Live Ready,-371
LCH10311,Mumbai,ST567,2025-12-16,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,318,810,100,39.3,None,Go-Live Ready,-217
LCH10312,Pune,ST970,2025-02-16,Ops-A,Pending,Complete,Passed,Pending,Ready,Complete,382,1012,67,37.7,Onboarding,Delayed,-520
LCH10313,Hyderabad,ST712,2025-09-26,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1105,1119,100,98.7,None,Go-Live Ready,-298
LCH10314,Hyderabad,ST619,2026-01-05,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1266,676,100,187.3,Capacity,Go-Live Ready,-197
LCH10315,Mumbai,ST642,2025-04-16,Ops-A,Complete,Pending,Failed,Ready,Ready,Complete,621,844,67,73.6,Tech Setup,Delayed,-461
LCH10316,Kochi,ST567,2025-04-30,Ops-B,Complete,Complete,Pending,Ready,Ready,Pending,1258,372,67,338.2,Testing,Delayed,-447
LCH10317,Bengaluru,ST405,2025-02-27,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,828,1273,83,65.0,Onboarding,Delayed,-509
LCH10318,Mumbai,ST244,2025-12-12,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,530,803,83,66.0,Testing,Delayed,-221
LCH10319,Delhi NCR,ST211,2026-04-19,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1580,1104,83,143.1,Staffing,Delayed,-93
LCH10320,Kolkata,ST332,2025-04-27,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,1405,1009,83,139.2,Testing,Delayed,-450
LCH10321,Jaipur,ST791,2025-05-07,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,400,624,83,64.1,Tech Setup,Delayed,-440
LCH10322,Hyderabad,ST684,2026-01-28,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1258,687,100,183.1,Capacity,Go-Live Ready,-174
LCH10323,Chennai,ST822,2025-02-27,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,468,1127,83,41.5,Tech Setup,Delayed,-509
LCH10324,Hyderabad,ST832,2026-05-28,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,342,539,83,63.5,Onboarding,Delayed,-54
LCH10325,Jaipur,ST692,2025-04-06,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1086,1275,83,85.2,Inventory,Delayed,-471
LCH10326,Kolkata,ST600,2025-04-28,Ops-E,Complete,Pending,Pending,Ready,Ready,Complete,750,1397,67,53.7,Tech Setup,Delayed,-449
LCH10327,Jaipur,ST695,2026-05-03,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,756,330,83,229.1,Onboarding,Delayed,-79
LCH10328,Chennai,ST654,2025-08-25,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,1473,778,83,189.3,Tech Setup,Delayed,-330
LCH10329,Mumbai,ST373,2025-09-29,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1531,1337,100,114.5,Capacity,Go-Live Ready,-295
LCH10330,Pune,ST803,2025-07-08,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,914,1016,83,90.0,Tech Setup,Delayed,-378
LCH10331,Chennai,ST273,2026-03-23,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1034,367,83,281.7,Staffing,Delayed,-120
LCH10332,Jaipur,ST107,2025-09-04,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1140,1305,100,87.4,None,Go-Live Ready,-320
LCH10333,Jaipur,ST255,2025-03-17,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,655,837,83,78.3,Onboarding,Delayed,-491
LCH10334,Delhi NCR,ST622,2025-06-03,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,214,590,100,36.3,None,Go-Live Ready,-413
LCH10335,Delhi NCR,ST646,2026-03-11,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,371,1274,83,29.1,Tech Setup,Delayed,-132
LCH10336,Ahmedabad,ST648,2025-03-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,615,323,100,190.4,Capacity,Go-Live Ready,-481
LCH10337,Delhi NCR,ST618,2025-10-12,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,221,714,83,31.0,Inventory,Delayed,-282
LCH10338,Bengaluru,ST315,2025-08-08,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,1037,1150,83,90.2,Testing,Delayed,-347
LCH10339,Pune,ST234,2025-03-10,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,623,1261,100,49.4,None,Go-Live Ready,-498
LCH10340,Kolkata,ST385,2025-02-16,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,804,980,83,82.0,Onboarding,Delayed,-520
LCH10341,Chennai,ST226,2025-04-04,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,168,1359,100,12.4,None,Go-Live Ready,-473
LCH10342,Jaipur,ST539,2026-03-29,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,671,400,83,167.8,Tech Setup,Delayed,-114
LCH10343,Ahmedabad,ST949,2025-07-23,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,933,845,100,110.4,Capacity,Go-Live Ready,-363
LCH10344,Ahmedabad,ST786,2025-08-06,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,564,338,83,166.9,SOP,Delayed,-349
LCH10345,Kolkata,ST252,2026-04-19,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,513,510,100,100.6,Capacity,Go-Live Ready,-93
LCH10346,Pune,ST431,2026-03-08,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,677,1041,83,65.0,Staffing,Delayed,-135
LCH10347,Chennai,ST638,2025-12-07,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1253,891,100,140.6,Capacity,Go-Live Ready,-226
LCH10348,Hyderabad,ST483,2025-10-16,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,945,1049,100,90.1,None,Go-Live Ready,-278
LCH10349,Delhi NCR,ST215,2025-09-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1363,471,100,289.4,Capacity,Go-Live Ready,-313
LCH10350,Mumbai,ST994,2025-12-23,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,1321,1137,83,116.2,Tech Setup,Delayed,-210
